[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/utils/log.c:34 init_log] Log is written to /home/xietianle/ysyx-workbench/am-kernels/kernels/yield-os/build/npc-log.txt[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/memory/paddr.c:70 init_mem] physical memory area [0x80000000, 0x87ffffff][0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:64 load_img] The image is /home/xietianle/ysyx-workbench/am-kernels/kernels/yield-os/build/yield-os-riscv32e-npc.bin, size = 101928[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:30 welcome] Trace: [1;32mON[0m[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:31 welcome] If trace is enabled, a log file will be generated to record the trace. This may lead to a large log file. If it is not necessary, you can disable it in menuconfig[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:34 welcome] Build time: 13:29:26, Aug 28 2025[0m
[1;34m[/home/xietianle/ysyx-workbench/npc/csrc/monitor/monitor.c:37 welcome] Exercise: Please remove me in the source code and compile NPC again.[0m
0x80000000: 00 00 04 13 addi	s0, zero, 0
0x8000025c: 00 81 2a 23 sw	s0, 20(sp)
0x80000260: 00 06 07 93 addi	a5, a2, 0
0x80000264: 00 05 84 13 addi	s0, a1, 0
0x80000268: 00 07 05 13 addi	a0, a4, 0
0x8000026c: 05 00 06 13 addi	a2, zero, 80
0x80000270: 00 00 05 93 addi	a1, zero, 0
0x80000274: 00 91 28 23 sw	s1, 16(sp)
0x80000278: 00 11 2c 23 sw	ra, 24(sp)
0x8000027c: 00 e1 22 23 sw	a4, 4(sp)
0x80000280: 00 f1 20 23 sw	a5, 0(sp)
0x80000284: 00 06 84 93 addi	s1, a3, 0
0x80000288: 19 10 00 ef jal	ra, 0x80000c18
0x80000c18: 0f f5 f5 93 andi	a1, a1, 255
0x80000c1c: 00 05 07 93 addi	a5, a0, 0
0x80000c20: 00 a6 07 33 add	a4, a2, a0
0x80000c24: 00 06 08 63 beq	a2, zero, 0x80000c34
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c34: 00 00 80 67 jalr	zero, 0(ra)
0x8000028c: 00 01 27 83 lw	a5, 0(sp)
0x80000290: 00 41 27 03 lw	a4, 4(sp)
0x80000294: fc 94 2c 23 sw	s1, -40(s0)
0x80000298: fe f4 2c 23 sw	a5, -8(s0)
0x8000029c: 00 00 27 b7 lui	a5, 2
0x800002a0: 80 07 87 93 addi	a5, a5, -2048
0x800002a4: 01 81 20 83 lw	ra, 24(sp)
0x800002a8: fe f4 2a 23 sw	a5, -12(s0)
0x800002ac: 01 41 24 03 lw	s0, 20(sp)
0x800002b0: 01 01 24 83 lw	s1, 16(sp)
0x800002b4: 00 07 05 13 addi	a0, a4, 0
0x800002b8: 01 c1 01 13 addi	sp, sp, 28
0x800002bc: 00 00 80 67 jalr	zero, 0(ra)
0x800000ec: 00 05 07 93 addi	a5, a0, 0
0x800000f0: 00 20 06 93 addi	a3, zero, 2
0x800000f4: 00 00 06 17 auipc	a2, 0
0x800000f8: f5 06 06 13 addi	a2, a2, -176
0x800000fc: 00 01 15 97 auipc	a1, 17
0x80000100: d2 85 85 93 addi	a1, a1, -728
0x80000104: 00 04 05 13 addi	a0, s0, 0
0x80000108: 00 f4 a0 23 sw	a5, 0(s1)
0x8000010c: 14 80 00 ef jal	ra, 0x80000254
0x80000254: fe 41 01 13 addi	sp, sp, -28
0x80000258: fb 05 87 13 addi	a4, a1, -80
0x8000025c: 00 81 2a 23 sw	s0, 20(sp)
0x80000260: 00 06 07 93 addi	a5, a2, 0
0x80000264: 00 05 84 13 addi	s0, a1, 0
0x80000268: 00 07 05 13 addi	a0, a4, 0
0x8000026c: 05 00 06 13 addi	a2, zero, 80
0x80000270: 00 00 05 93 addi	a1, zero, 0
0x80000274: 00 91 28 23 sw	s1, 16(sp)
0x80000278: 00 11 2c 23 sw	ra, 24(sp)
0x8000027c: 00 e1 22 23 sw	a4, 4(sp)
0x80000280: 00 f1 20 23 sw	a5, 0(sp)
0x80000284: 00 06 84 93 addi	s1, a3, 0
0x80000288: 19 10 00 ef jal	ra, 0x80000c18
0x80000c18: 0f f5 f5 93 andi	a1, a1, 255
0x80000c1c: 00 05 07 93 addi	a5, a0, 0
0x80000c20: 00 a6 07 33 add	a4, a2, a0
0x80000c24: 00 06 08 63 beq	a2, zero, 0x80000c34
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
0x80000c30: fe e7 9c e3 bne	a5, a4, 0x80000c28
0x80000c28: 00 b7 80 23 sb	a1, 0(a5)
0x80000c2c: 00 17 87 93 addi	a5, a5, 1
